,Unnamed: 0,review,rating,date,bank,source,distilbert_sentiment,distilbert_label,distilbert_score,vader_sentiment,textblob_sentiment,distilbert_numerical
902,902,ok,5,2025-04-23,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9997851252555847}",POSITIVE,0.9997851252555847,positive,positive,1
903,903,"It's an amazing app, experience it!!",5,2025-04-23,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998760223388672}",POSITIVE,0.9998760223388672,positive,positive,1
904,904,This is the best banking app ever. I recommend everyone to use it.,5,2025-04-23,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9997599720954895}",POSITIVE,0.9997599720954895,positive,positive,1
905,905,It is the best application!!!,5,2025-04-22,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998468160629272}",POSITIVE,0.9998468160629272,positive,positive,1
906,906,"Exceptional digital experience, SupperApp will bring new paradigm shift in the banking business. Bravo Dashen keep it up!!!!",5,2025-04-22,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998323917388916}",POSITIVE,0.9998323917388916,neutral,positive,1
907,907,its features are so dynamic,5,2025-04-22,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.999643087387085}",POSITIVE,0.999643087387085,positive,neutral,1
908,908,fast &Friendly user Application.,5,2025-04-22,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9993237257003784}",POSITIVE,0.9993237257003784,positive,positive,1
909,909,"Fast, Reliable and User Friendly. Keep it Up",5,2025-04-22,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9997664093971252}",POSITIVE,0.9997664093971252,positive,positive,1
910,910,"#dashen super app is easy to use, secure & fast transaction😍",5,2025-04-22,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9874821901321411}",POSITIVE,0.9874821901321411,positive,positive,1
911,911,i love this app esp 3 click that make e-commerce easier and convinient.,5,2025-04-22,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9995126724243164}",POSITIVE,0.9995126724243164,positive,positive,1
912,912,Dashen Super App contains extended selections for customers and can be easily accessible and also friendly to use.,5,2025-04-22,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9990369081497192}",POSITIVE,0.9990369081497192,positive,positive,1
913,913,Great for everyday banking and payments on the go,5,2025-04-22,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998255372047424}",POSITIVE,0.9998255372047424,positive,positive,1
914,914,"""Dashen Super App'' is impressive with its focus on simplicity, speed, and quality. The user interface is clean and easy to understand. Transactions process quickly, and the overall quality of the app is top-notch. A must-have for Dashen Bank customers. ዳሸን ባንክ አንድ እርምጃ ቀዳሚ።",5,2025-04-22,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9997794032096863}",POSITIVE,0.9997794032096863,positive,positive,1
915,915,making transactions has never been easier. the new update is just amazing,5,2025-04-22,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998310804367065}",POSITIVE,0.9998310804367065,positive,positive,1
916,916,"The app has various usefull functions, which make easy the payment system. Also, it will connect with sellers having reasonable prices.",5,2025-04-22,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9850903749465942}",POSITIVE,0.9850903749465942,positive,positive,1
917,917,The app has great user interface with comprehensive payments and E-commerce platforms. And also it includes unique features such as chat Banking and budget.,5,2025-04-22,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.999284565448761}",POSITIVE,0.999284565448761,positive,positive,1
918,918,betam mirt Ena betam le atikakem kelel Yale Ena michu application nw,5,2025-04-22,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9886249303817749}",NEGATIVE,0.9886249303817749,neutral,neutral,-1
919,919,Convenient!,5,2025-04-22,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9936902523040771}",POSITIVE,0.9936902523040771,neutral,neutral,1
920,920,It is an amazing application that meets the needs of customers.,5,2025-04-22,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.999864935874939}",POSITIVE,0.999864935874939,positive,positive,1
921,921,Effecting payment via the app has created convenience to the recipients in easily confirming the payments received!,5,2025-04-22,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9731148481369019}",POSITIVE,0.9731148481369019,positive,positive,1
922,922,the best Supper App ever,5,2025-04-22,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.999849796295166}",POSITIVE,0.999849796295166,positive,positive,1
923,923,"This is the best app ever, when is it planned to include digital lending and gasification?",5,2025-04-22,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9990382194519043}",POSITIVE,0.9990382194519043,positive,positive,1
924,924,"A powerful, local solution that rivals any global app. I love how easy it is to explore services and products.",5,2025-04-22,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.999815046787262}",POSITIVE,0.999815046787262,positive,positive,1
925,925,Dashen bank is my number one choice,5,2025-04-22,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9996331930160522}",POSITIVE,0.9996331930160522,positive,neutral,1
926,926,Assefa Genetu = Dashen superup is the latest and inclussive .I am happy with this super up.,5,2025-04-22,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9994714856147766}",POSITIVE,0.9994714856147766,positive,positive,1
927,927,"The App is incredibly user-friendly and brings multiple services into one place. It's fast, intuitive, and makes daily tasks super convenient. A true all-in-one solution!",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9991614818572998}",POSITIVE,0.9991614818572998,positive,positive,1
928,928,"Proudly made in Ethiopia, this innovation delivers more than promised. The marketplace is a major boost for local commerce",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998248219490051}",POSITIVE,0.9998248219490051,positive,positive,1
929,929,it so fanrastic and user friendly app. Bravo Dashen bank thanks.,5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9990429282188416}",POSITIVE,0.9990429282188416,positive,positive,1
930,930,"one of the best digital platforms I've used! from smooth transactions to a seamless shopping experience, highly recommended.",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9997945427894592}",POSITIVE,0.9997945427894592,positive,positive,1
931,931,A proudly Ethiopia innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers bnd sellers,5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9997891783714294}",POSITIVE,0.9997891783714294,positive,positive,1
932,932,"Dashen Super App is a game-changer! It’s fast, user-friendly, and packed with features that make everyday banking and transactions super convenient. I love how everything I need from mobile banking to utility payments is all in one place. The interface is clean, and everything works smoothly. Definitely one of the best apps out there. Highly recommended!",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998010993003845}",POSITIVE,0.9998010993003845,positive,positive,1
933,933,Easy to use and has many options. It is the best financial app I have ever used.,5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9997546076774597}",POSITIVE,0.9997546076774597,positive,positive,1
934,934,"Highly impressed! Dash Bank really nailed it with this app. Secure, reliable, and packed with features I use daily",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998537302017212}",POSITIVE,0.9998537302017212,positive,positive,1
935,935,"One of the best digital platforms I’ve used! From smooth transactions to a seamless shopping experience, Highly recommended",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9997860789299011}",POSITIVE,0.9997860789299011,positive,positive,1
936,936,"This app has everything I was looking for, dashen is becoming a grandmaster.",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9995651841163635}",POSITIVE,0.9995651841163635,neutral,positive,1
937,937,Very convenient,5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9988445043563843}",POSITIVE,0.9988445043563843,neutral,positive,1
938,938,"The user experience is seamless, and everything just works perfectly right out of the box. I can’t believe how much time and effort it saves me every day.",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9997797608375549}",POSITIVE,0.9997797608375549,positive,positive,1
939,939,wawwwww what nice super app !!keep it up dashen bank !!,5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9991359114646912}",POSITIVE,0.9991359114646912,positive,positive,1
940,940,"Dashen SuperApp the ultimate all-in-one solution! From banking and shopping to bill payments, everything you need is right at your fingertips. Life just got a whole lot easier!",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9991750121116638}",POSITIVE,0.9991750121116638,positive,positive,1
941,941,"It is,really super because of its unique offerings to individuals and businesses.It is a secure UX first app intended to cater comprehensive digital meeds.I am also happy to know that Dashen is considering to make the app more inclusive by lowering the mobile version requirements .",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9995538592338562}",POSITIVE,0.9995538592338562,positive,positive,1
942,942,"the very easy, secured, fast and multifunctional dashen supper application I ever seen. dashen really one steps ahead!!!",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9982724189758301}",POSITIVE,0.9982724189758301,positive,positive,1
943,943,"One app for everything! I can shop, manage my bank account , and do so much more . Truly a super app",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9994187355041504}",POSITIVE,0.9994187355041504,positive,positive,1
944,944,one of the best digital platforms I’ve used! From smooth transactions to a seamless shopping experie,5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9995588660240173}",POSITIVE,0.9995588660240173,positive,positive,1
945,945,"Dashen Bank super App is the most suitable, reliable, and fast digital banking system.",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9992392063140869}",POSITIVE,0.9992392063140869,positive,positive,1
946,946,Excellent app.,5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998461008071899}",POSITIVE,0.9998461008071899,positive,positive,1
947,947,This is what we call banking app. As professional I want banking app as simple as this and an app rich of features that align with my lifestyle.,5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9991500377655029}",POSITIVE,0.9991500377655029,positive,positive,1
948,948,thanks again,5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998217225074768}",POSITIVE,0.9998217225074768,positive,positive,1
949,949,Super Easy To Use and Fast Transaction.,5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.996877908706665}",POSITIVE,0.996877908706665,positive,positive,1
950,950,"I have an incredible experience with Dashen super app, what an amazing platform is it?. keep pioneering in technological advancement 👏👏👏",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.999527096748352}",POSITIVE,0.999527096748352,positive,positive,1
951,951,"i can't recommend the Dashen Super App enough! This app is truly a game changer for anyone looking for a seamless and efficient way to manage their daily life. It combines multiple essential services into one easy-to-use platform, saving time and simplifying tasks The user interface is modern, intuitive, and super responsive, making navigation a breeze. Whether it's banking, payment services, or accessing lifestyle features, everything is just a few clicks away!!",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9953939914703369}",POSITIVE,0.9953939914703369,positive,positive,1
952,952,"The app is incredibly handy for managing multiple financial tasks, from bill payments to managing budgets. It’s saved me a lot of time and made banking way more convenient. Definitely worth checking out!",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9982413053512573}",POSITIVE,0.9982413053512573,positive,positive,1
953,953,what an App,5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9938238859176636}",POSITIVE,0.9938238859176636,neutral,neutral,1
954,954,The new e-commerce feature is incredibly amazing and user friendly.,5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998598098754883}",POSITIVE,0.9998598098754883,positive,positive,1
955,955,"dashen bank supper app is the most easy to use and have high speed,quality and I like features like chat,budget,fuel payment, and security for my opinion this product is techonolgy edge,this international standard thanks for product oweners (dashen bank)",3,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9974797368049622}",POSITIVE,0.9974797368049622,positive,positive,1
956,956,"The Dashen supperapp is a revolutionary advancement in digital banking, combining exceptional usability, an intuitive interface and a seamless user experience. among its standout features are the integration of QR codes, account statement, transaction advise, chat, transaction authentication for limit thresholds, budgeting and different app in a single dashboard. Truly ahead of the curve ..... keep up the excellent work 🤝👏",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9997472167015076}",POSITIVE,0.9997472167015076,positive,positive,1
957,957,"A proudly Ethiopian innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers and sellers. Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants!",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998795986175537}",POSITIVE,0.9998795986175537,positive,positive,1
958,958,"Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants.",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998557567596436}",POSITIVE,0.9998557567596436,positive,positive,1
959,959,"Dashen Bank Super App is fast, reliable, and super easy to use. All my banking needs are handled smoothly in one place. Clean design and seamless experience – highly recommended!",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9997962117195129}",POSITIVE,0.9997962117195129,positive,positive,1
960,960,"Db sup app is A platform or an application that can grasp more satisfactions through fastest mode of operation which means for budget planning, to use QR code(scan, pay, go) chat with staff, acc to acc other bank ft, merchant payment, and easly. I addition to i satisfied and i invite everyone to use those platform!!.",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.8947896361351013}",POSITIVE,0.8947896361351013,positive,positive,1
961,961,the chat banking and unique and only app that alow money request!!,5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9822685718536377}",NEGATIVE,0.9822685718536377,neutral,positive,-1
962,962,Better and inclusive app!,5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.999285876750946}",POSITIVE,0.999285876750946,positive,positive,1
963,963,Amazing Application,5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998698234558105}",POSITIVE,0.9998698234558105,positive,positive,1
964,964,It keep my time to pay my bills and I generate my satment easily,5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.996675968170166}",POSITIVE,0.996675968170166,positive,positive,1
965,965,"It's an amazing app that is up-to-date with the times, wow wow",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998683929443359}",POSITIVE,0.9998683929443359,positive,positive,1
966,966,A game-changing Ethiopian innovation—where shopping meets opportunity. The marketplace feature connects buyers and sellers like never before.,5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9993858337402344}",POSITIVE,0.9993858337402344,positive,neutral,1
967,967,"Dashen Super App isn’t just an app — it’s an experience. Effortless, powerful, and built for the future",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9997283816337585}",POSITIVE,0.9997283816337585,positive,positive,1
968,968,"This Is An Amazing App with Uniqe Quality,Easy And Fast Mobile Banking App.",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9997382760047913}",POSITIVE,0.9997382760047913,positive,positive,1
969,969,"Dashen SuperApp is a lifesaver! Banking, shopping, and bills in one super easy app. The new e-commerce feature is awesome and supports local merchants. Fast, secure, and proudly Ethiopian.Download it now—you won’t regret it!",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9996484518051147}",POSITIVE,0.9996484518051147,positive,positive,1
970,970,"Dashen SuperApp blends finance, shopping, and daily services effortlessly. The new e-commerce feature is smooth and supports local merchants—proud to back an Ethiopian-made solution!",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998247027397156}",POSITIVE,0.9998247027397156,positive,positive,1
971,971,"A solid step forward by Dashen Bank. The SuperApp combines essential banking features with lifestyle services, making everything accessible in one place. The interface is smooth, and transactions are quick and reliable. It’s clear a lot of thought went into the design and functionality. Great job!",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998260140419006}",POSITIVE,0.9998260140419006,positive,positive,1
972,972,Dashen bank super app is the crucial and convenient app in Ethiopia. there is no other app to compare with Dashen bank super app,5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9817668795585632}",POSITIVE,0.9817668795585632,positive,positive,1
973,973,"All-in-one finance & e-commerce super app! Pay, save, shop seamlessly. Fast, secure. #BankAndShop",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9943593144416809}",POSITIVE,0.9943593144416809,positive,positive,1
974,974,it's a hestorical app. in the bank industry.,5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9915915727615356}",NEGATIVE,0.9915915727615356,neutral,neutral,-1
975,975,"A game changer in Ethiopian digital banking fast, secure, and packed with services. Everything you need, all in one powerful app. A true leap toward financial convenience and innovation!",4,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9996839761734009}",POSITIVE,0.9996839761734009,positive,positive,1
976,976,"easy &,simple to use",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9968307614326477}",POSITIVE,0.9968307614326477,positive,positive,1
977,977,"Banking, but make it smart. Local solutions, all in one place. Smooth, fast, and actually saving time. Feels like the future. Love it!",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998811483383179}",POSITIVE,0.9998811483383179,positive,positive,1
978,978,"All in one, that is it 👌",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.8945450782775879}",POSITIVE,0.8945450782775879,positive,neutral,1
979,979,", Dashen Bank Supper App is multipurpose, convenient, very attractive and Make life easier",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9995104074478149}",POSITIVE,0.9995104074478149,positive,positive,1
980,980,very easy and flexible app.,5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9997106194496155}",POSITIVE,0.9997106194496155,positive,positive,1
981,981,"I choose Dashen Bank Super Up since, it is easy to use & it has attractive features !",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998281002044678}",POSITIVE,0.9998281002044678,positive,positive,1
982,982,dashen super app is simple faster and reliable.,5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.999518632888794}",POSITIVE,0.999518632888794,positive,positive,1
983,983,"Dashen Bank Super App is a game-changer! The user-friendly design, wide range of services, and smooth performance make it incredibly convenient for everyday banking. It’s fast, secure, and truly reflects the bank’s commitment to digital excellence. Highly recommended!",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.999748170375824}",POSITIVE,0.999748170375824,positive,positive,1
984,984,"The app keeps getting better with every update! Smooth performance, great UI, and top-notch security. Thank you for making banking so convenient!""",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9995062351226807}",POSITIVE,0.9995062351226807,positive,positive,1
985,985,this app is the most simply to use and secure safe i love it to use for any bank transaction,5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9964408278465271}",POSITIVE,0.9964408278465271,positive,positive,1
986,986,"After i download the app recently had a smooth expriance, its user friendly, fast, and everything works as expected. keep up the good work.",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9997468590736389}",POSITIVE,0.9997468590736389,positive,positive,1
987,987,An app with High performance and advanced features!,5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9995831847190857}",POSITIVE,0.9995831847190857,positive,positive,1
988,988,"It is a very user friendly, attractive user interface, full of useful features. I really encourage everyone to give it a try.",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9997954964637756}",POSITIVE,0.9997954964637756,positive,positive,1
989,989,"Good actually , but it have to WORK when developer option is on 🙏",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9746389389038086}",NEGATIVE,0.9746389389038086,positive,positive,-1
990,990,"All-in-one convenience, From managing accounts to paying bills and shopping online and the chat banking is game changer, this app does it all seamlessly.",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9981800317764282}",POSITIVE,0.9981800317764282,neutral,negative,1
991,991,I appreciate that Dashen Bank takes lifestyle services into account.,5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9980393052101135}",POSITIVE,0.9980393052101135,positive,neutral,1
992,992,keep it up!,5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998477697372437}",POSITIVE,0.9998477697372437,neutral,neutral,1
993,993,amazing app really i loved it .that's why we say dashen bank is one stap ahead. It's the best mobile application that should be on every phone.,5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998038411140442}",POSITIVE,0.9998038411140442,positive,positive,1
994,994,very comfortable app keep it,5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.999691367149353}",POSITIVE,0.999691367149353,positive,positive,1
995,995,it has clear detail information about the application so it helps customer how to use the app. and it is very easy to use and also app is secure.,5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.999531626701355}",POSITIVE,0.999531626701355,positive,positive,1
996,996,"I have been using the Dashen Supper app mobile banking app , and overall, I appreciate its features.However,I’ve noticed that when I turn on the developer options on my device, the app stops functioning properly. It would be great if you could look into this issue, as I often need to access developer settings for other applications . Thank you for your attention to this matter!",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9068743586540222}",NEGATIVE,0.9068743586540222,positive,positive,-1
997,997,easiness to use with fast response time,5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.964725911617279}",NEGATIVE,0.964725911617279,positive,positive,-1
998,998,"The new mobile banking application is a major upgrade! It’s incredibly user-friendly, with a clean and modern design that makes navigation simple and intuitive. I really appreciate how fast it loads and how smooth the overall experience is. All essential services like balance checks, transfers, and bill payments are eas y to find and use. The added security features give me peace of mind, and the app runs reliably without crashes or glitches. It’s clear a lot of thought went into the user experi",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9992745518684387}",POSITIVE,0.9992745518684387,positive,positive,1
999,999,"As an Internal Customer, Dashen Bank SuperApp has greatly simplified my online banking experience. It's easy to use, allowing me to quickly check balances, transfer money and pay Bills. The app's advanced security features are highly secure, ensuring my data is well protected. The Three click, Chat Banking and IPS features have also given me a smarter experience. In deed Dashen Bank is always steping ahead!",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9990044236183167}",POSITIVE,0.9990044236183167,positive,positive,1
1000,1000,"A truly impressive app — user-friendly and a game-changer in Ethiopian banking. The Dashen Super App stands out as one of the most innovative and convenient digital banking solutions in Ethiopia’s financial history. Smooth navigation, seamless features, and a wide range of services all in one place. Well done!",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998193383216858}",POSITIVE,0.9998193383216858,positive,positive,1
1001,1001,dashen bank super up has very fast and convenience and also it has contain more things on one app .I am very interesting to use dashen bank super up,5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9974090456962585}",POSITIVE,0.9974090456962585,positive,positive,1
1002,1002,"The Dashen Bank Super App has truly elevated my mobile banking experience. It's fast, user-friendly, and packed with all the essential features. The interface is clean and intuitive, making navigation easy even for first-time users. I also appreciate the added security features that give me peace of mind while banking on the go. Dashen Bank has done an amazing job with this app—it’s reliable, efficient, and always improving. Highly recommended for anyone looking for seamless digital banking!",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998351335525513}",POSITIVE,0.9998351335525513,positive,positive,1
1003,1003,A fantastic product!! keep the good work.,5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998842477798462}",POSITIVE,0.9998842477798462,positive,positive,1
